scenario_id,episodes,success_rate,collision_rate,timeout_rate,avg_path_len_success,avg_min_dist_human,mean_SPL,mean_space_compliance,mean_avg_jerk
1,114.0,0.9649122807017544,0.02631578947368421,0.008771929824561403,47.40473189232308,1.3337855616159606,0.3381538501655309,1.0,0.5073466962366774
4,106.0,0.8490566037735849,0.1509433962264151,0.0,57.24360314673848,1.1041287841661922,0.2917751261948903,1.0,0.5575959508852014
5,108.0,0.9259259259259259,0.07407407407407407,0.0,52.49170098364353,0.8360108600722419,0.3720240258210352,1.0,0.4420900775326623
6,116.0,0.9568965517241379,0.04310344827586207,0.0,45.34427499755673,1.3285877370628818,0.26637011483310946,1.0,0.791676984778766
7,109.0,1.0,0.0,0.0,60.43228597388979,1.3518358704146989,0.3642047721549226,1.0,0.5834572987818937
8,111.0,1.0,0.0,0.0,75.90347528256275,1.0446397012418456,0.2531195645586729,1.0,0.8139396758229883
9,117.0,1.0,0.0,0.0,51.67202494651202,9.30460063718323,0.24680549370413854,1.0,1.2437085073727827
11,106.0,0.9811320754716981,0.018867924528301886,0.0,38.85107998227004,10.215045163091624,0.22420916915265218,1.0,1.168500635140347
12,113.0,0.9646017699115044,0.035398230088495575,0.0,52.93909742500783,9.530383077342954,0.19689493196993885,1.0,1.2818167860354852
